date,weekday,student_id,behavior_type,subject,attendance,month,week
2025-04-25 17:25:15.220804,4,99,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,100,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,101,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,102,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,103,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,104,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,105,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,106,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,107,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,108,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,109,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,110,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,111,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,112,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,113,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,114,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,115,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,116,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,117,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,118,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,119,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,120,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,121,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,122,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,123,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,124,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,125,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,126,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,127,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,128,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,129,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,130,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,131,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,132,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,133,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,134,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,135,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,136,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,137,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,138,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,139,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,140,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,141,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,142,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,143,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,144,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,145,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,146,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,147,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,148,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,149,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,150,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,151,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,152,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,153,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,154,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,155,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,156,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,157,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,158,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,159,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,160,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,161,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,162,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,163,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,164,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,165,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,166,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,167,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,168,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,169,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,170,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,171,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,172,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,173,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,174,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,175,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,176,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,177,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,178,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,179,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,180,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,181,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,182,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,183,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,184,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,185,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,186,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,187,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,188,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,189,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,190,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,191,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,192,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,193,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,194,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,195,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,196,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,197,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,198,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,199,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,200,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,201,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,202,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,203,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,204,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,205,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,206,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,207,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,208,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,209,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,210,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,211,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,212,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,213,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,214,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,215,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,216,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,217,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,218,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,219,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,220,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,221,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,222,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,223,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,224,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,225,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,226,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,227,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,228,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,229,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,230,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,231,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,232,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,233,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,234,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,235,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,236,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,237,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,238,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,239,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,240,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,241,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,242,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,243,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,244,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,245,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,246,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,247,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,248,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,249,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,250,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,251,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,252,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,253,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,254,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,255,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,256,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,257,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,258,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,259,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,260,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,261,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,262,chronic,maths,1,4,17
2025-04-25 17:25:15.220804,4,263,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,264,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,265,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,266,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,267,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,268,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,269,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,270,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,271,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,272,borderline,maths,0,4,17
2025-04-25 17:25:15.220804,4,273,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,274,chronic,maths,0,4,17
2025-04-25 17:25:15.220804,4,275,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,276,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,277,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,278,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,279,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,280,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,281,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,282,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,283,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,284,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,285,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,286,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,287,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,288,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,289,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,290,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,291,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,292,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,293,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,294,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,295,disciplined,maths,0,4,17
2025-04-25 17:25:15.220804,4,296,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,297,borderline,maths,1,4,17
2025-04-25 17:25:15.220804,4,298,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,299,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,300,disciplined,maths,1,4,17
2025-04-25 17:25:15.220804,4,1,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,2,chronic,computer,1,4,17
2025-04-25 17:25:15.220804,4,3,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,4,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,5,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,6,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,7,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,8,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,9,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,10,borderline,computer,0,4,17
2025-04-25 17:25:15.220804,4,11,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,12,chronic,computer,0,4,17
2025-04-25 17:25:15.220804,4,13,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,14,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,15,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,16,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,17,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,18,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,19,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,20,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,21,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,22,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,23,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,24,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,25,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,26,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,27,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,28,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,29,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,30,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,31,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,32,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,33,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,34,chronic,computer,0,4,17
2025-04-25 17:25:15.220804,4,35,chronic,computer,1,4,17
2025-04-25 17:25:15.220804,4,36,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,37,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,38,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,39,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,40,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,41,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,42,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,43,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,44,chronic,computer,1,4,17
2025-04-25 17:25:15.220804,4,45,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,46,borderline,computer,0,4,17
2025-04-25 17:25:15.220804,4,47,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,48,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,49,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,50,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,51,chronic,computer,1,4,17
2025-04-25 17:25:15.220804,4,52,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,53,chronic,computer,0,4,17
2025-04-25 17:25:15.220804,4,54,borderline,computer,0,4,17
2025-04-25 17:25:15.220804,4,55,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,56,chronic,computer,1,4,17
2025-04-25 17:25:15.220804,4,57,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,58,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,59,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,60,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,61,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,62,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,63,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,64,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,65,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,66,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,67,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,68,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,69,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,70,chronic,computer,1,4,17
2025-04-25 17:25:15.220804,4,71,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,72,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,73,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,74,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,75,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,76,borderline,computer,0,4,17
2025-04-25 17:25:15.220804,4,77,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,78,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,79,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,80,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,81,borderline,computer,0,4,17
2025-04-25 17:25:15.220804,4,82,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,83,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,84,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,85,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,86,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,87,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,88,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,89,borderline,computer,0,4,17
2025-04-25 17:25:15.220804,4,90,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,91,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,92,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,93,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,94,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,95,borderline,computer,1,4,17
2025-04-25 17:25:15.220804,4,96,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,97,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,98,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,99,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,100,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,101,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,102,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,103,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,104,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,105,chronic,computer,1,4,17
2025-04-25 17:25:15.220804,4,106,disciplined,computer,0,4,17
2025-04-25 17:25:15.220804,4,107,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,108,borderline,computer,0,4,17
2025-04-25 17:25:15.220804,4,109,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,110,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,111,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,112,disciplined,computer,1,4,17
2025-04-25 17:25:15.220804,4,113,chronic,computer,0,4,17
2025-04-25 17:25:15.220804,4,114,borderline,computer,1,4,17
