student_id,behavior_type,mean_attendance,perfect_attendance,chronic_absentee,attendance_rank
129,disciplined,0.8606965174129353,False,False,235.0
130,disciplined,0.845771144278607,False,False,172.0
131,disciplined,0.8631840796019901,False,False,245.0
132,disciplined,0.845771144278607,False,False,172.0
133,disciplined,0.8308457711442786,False,False,129.0
134,disciplined,0.8258706467661692,False,False,120.0
135,chronic,0.35323383084577115,False,True,11.0
136,disciplined,0.8258706467661692,False,False,120.0
137,disciplined,0.8482587064676617,False,False,187.0
138,borderline,0.6393034825870647,False,False,81.0
139,disciplined,0.8308457711442786,False,False,129.0
140,chronic,0.3407960199004975,False,True,4.0
141,chronic,0.3681592039800995,False,True,25.0
142,disciplined,0.8432835820895522,False,False,160.0
143,disciplined,0.835820895522388,False,False,140.0
144,disciplined,0.8283582089552238,False,False,122.0
145,disciplined,0.8532338308457711,False,False,207.0
146,disciplined,0.8059701492537313,False,False,104.0
147,disciplined,0.845771144278607,False,False,172.0
148,disciplined,0.8233830845771144,False,False,115.0
149,disciplined,0.8308457711442786,False,False,129.0
150,disciplined,0.8756218905472637,False,False,283.0
151,chronic,0.40298507462686567,False,True,28.0
152,disciplined,0.8407960199004975,False,False,150.0
153,disciplined,0.8432835820895522,False,False,160.0
154,disciplined,0.8308457711442786,False,False,129.0
155,chronic,0.3582089552238806,False,True,17.0
156,disciplined,0.8059701492537313,False,False,104.0
157,borderline,0.6293532338308457,False,False,74.0
158,borderline,0.6417910447761194,False,False,84.0
159,disciplined,0.8606965174129353,False,False,235.0
160,borderline,0.6169154228855721,False,False,53.0
161,disciplined,0.8407960199004975,False,False,150.0
162,disciplined,0.8606965174129353,False,False,235.0
163,disciplined,0.8407960199004975,False,False,150.0
164,disciplined,0.8606965174129353,False,False,235.0
165,disciplined,0.8383084577114428,False,False,144.0
166,borderline,0.6467661691542289,False,False,90.0
167,disciplined,0.8432835820895522,False,False,160.0
168,disciplined,0.8407960199004975,False,False,150.0
169,disciplined,0.8532338308457711,False,False,207.0
170,disciplined,0.8557213930348259,False,False,218.0
171,borderline,0.6343283582089553,False,False,76.0
172,disciplined,0.8109452736318408,False,False,107.0
173,disciplined,0.8781094527363185,False,False,286.0
174,disciplined,0.8656716417910447,False,False,254.0
175,disciplined,0.8482587064676617,False,False,187.0
176,disciplined,0.8383084577114428,False,False,144.0
177,borderline,0.6044776119402985,False,False,42.0
178,disciplined,0.8606965174129353,False,False,235.0
179,chronic,0.3333333333333333,False,True,2.0
180,disciplined,0.8308457711442786,False,False,129.0
181,disciplined,0.818407960199005,False,False,111.0
182,disciplined,0.8407960199004975,False,False,150.0
183,chronic,0.36069651741293535,False,True,18.0
184,borderline,0.6417910447761194,False,False,84.0
185,disciplined,0.8507462686567164,False,False,197.0
186,borderline,0.6069651741293532,False,False,44.0
187,borderline,0.6592039800995025,False,False,98.0
188,disciplined,0.845771144278607,False,False,172.0
189,disciplined,0.8532338308457711,False,False,207.0
190,disciplined,0.8606965174129353,False,False,235.0
191,disciplined,0.8781094527363185,False,False,286.0
192,borderline,0.6194029850746269,False,False,57.0
193,chronic,0.34328358208955223,False,True,7.0
194,disciplined,0.8731343283582089,False,False,277.0
195,disciplined,0.8532338308457711,False,False,207.0
196,disciplined,0.8432835820895522,False,False,160.0
197,borderline,0.6169154228855721,False,False,53.0
198,borderline,0.6069651741293532,False,False,44.0
199,borderline,0.5696517412935324,False,False,30.0
200,borderline,0.5970149253731343,False,False,38.0
201,disciplined,0.818407960199005,False,False,111.0
202,disciplined,0.8656716417910447,False,False,254.0
203,disciplined,0.8482587064676617,False,False,187.0
204,borderline,0.6094527363184079,False,False,48.0
205,disciplined,0.8606965174129353,False,False,235.0
206,disciplined,0.8731343283582089,False,False,277.0
207,disciplined,0.845771144278607,False,False,172.0
208,borderline,0.6417910447761194,False,False,84.0
209,disciplined,0.8383084577114428,False,False,144.0
210,disciplined,0.8631840796019901,False,False,245.0
211,disciplined,0.8855721393034826,False,False,294.0
212,borderline,0.654228855721393,False,False,95.0
213,borderline,0.6243781094527363,False,False,63.0
214,disciplined,0.8283582089552238,False,False,122.0
215,borderline,0.6243781094527363,False,False,63.0
216,disciplined,0.8507462686567164,False,False,197.0
217,disciplined,0.845771144278607,False,False,172.0
218,borderline,0.6044776119402985,False,False,42.0
219,disciplined,0.835820895522388,False,False,140.0
220,borderline,0.6417910447761194,False,False,84.0
221,borderline,0.6144278606965174,False,False,52.0
222,disciplined,0.8507462686567164,False,False,197.0
223,disciplined,0.8407960199004975,False,False,150.0
224,disciplined,0.8532338308457711,False,False,207.0
225,disciplined,0.845771144278607,False,False,172.0
226,disciplined,0.8507462686567164,False,False,197.0
227,chronic,0.4079601990049751,False,True,29.0
228,disciplined,0.8955223880597015,False,False,300.0
229,borderline,0.6243781094527363,False,False,63.0
230,disciplined,0.8582089552238806,False,False,227.0
231,borderline,0.6318407960199005,False,False,75.0
232,disciplined,0.8532338308457711,False,False,207.0
233,disciplined,0.8333333333333334,False,False,136.0
234,disciplined,0.8482587064676617,False,False,187.0
235,disciplined,0.8830845771144279,False,False,291.0
236,borderline,0.5920398009950248,False,False,35.0
237,disciplined,0.8706467661691543,False,False,271.0
238,disciplined,0.8482587064676617,False,False,187.0
239,disciplined,0.8432835820895522,False,False,160.0
240,disciplined,0.835820895522388,False,False,140.0
241,chronic,0.36069651741293535,False,True,18.0
242,chronic,0.34328358208955223,False,True,7.0
243,chronic,0.3482587064676617,False,True,10.0
244,disciplined,0.8407960199004975,False,False,150.0
245,disciplined,0.8482587064676617,False,False,187.0
246,chronic,0.34577114427860695,False,True,9.0
247,disciplined,0.8233830845771144,False,False,115.0
248,chronic,0.35323383084577115,False,True,11.0
249,chronic,0.36318407960199006,False,True,20.0
250,borderline,0.6243781094527363,False,False,63.0
251,disciplined,0.8582089552238806,False,False,227.0
252,disciplined,0.8507462686567164,False,False,197.0
253,borderline,0.6393034825870647,False,False,81.0
254,disciplined,0.8482587064676617,False,False,187.0
255,disciplined,0.8432835820895522,False,False,160.0
256,disciplined,0.8308457711442786,False,False,129.0
257,chronic,0.36318407960199006,False,True,20.0
258,borderline,0.6268656716417911,False,False,70.0
259,disciplined,0.8656716417910447,False,False,254.0
260,disciplined,0.8532338308457711,False,False,207.0
261,disciplined,0.8706467661691543,False,False,271.0
262,chronic,0.35323383084577115,False,True,11.0
263,disciplined,0.8631840796019901,False,False,245.0
264,disciplined,0.8532338308457711,False,False,207.0
265,borderline,0.6194029850746269,False,False,57.0
266,borderline,0.654228855721393,False,False,95.0
267,borderline,0.6119402985074627,False,False,49.0
268,borderline,0.6393034825870647,False,False,81.0
269,disciplined,0.8681592039800995,False,False,266.0
270,disciplined,0.8830845771144279,False,False,291.0
271,borderline,0.6467661691542289,False,False,90.0
272,borderline,0.6119402985074627,False,False,49.0
273,borderline,0.6343283582089553,False,False,76.0
274,chronic,0.3656716417910448,False,True,23.0
275,disciplined,0.8109452736318408,False,False,107.0
276,disciplined,0.8283582089552238,False,False,122.0
277,borderline,0.6592039800995025,False,False,98.0
278,disciplined,0.8731343283582089,False,False,277.0
279,borderline,0.5895522388059702,False,False,34.0
280,borderline,0.6268656716417911,False,False,70.0
281,borderline,0.6417910447761194,False,False,84.0
282,disciplined,0.8532338308457711,False,False,207.0
283,disciplined,0.845771144278607,False,False,172.0
284,disciplined,0.8781094527363185,False,False,286.0
285,disciplined,0.8731343283582089,False,False,277.0
286,disciplined,0.8557213930348259,False,False,218.0
287,disciplined,0.818407960199005,False,False,111.0
288,disciplined,0.8109452736318408,False,False,107.0
289,disciplined,0.8233830845771144,False,False,115.0
290,disciplined,0.845771144278607,False,False,172.0
291,disciplined,0.8283582089552238,False,False,122.0
292,disciplined,0.845771144278607,False,False,172.0
293,borderline,0.5696517412935324,False,False,30.0
294,disciplined,0.8681592039800995,False,False,266.0
295,disciplined,0.8656716417910447,False,False,254.0
296,disciplined,0.8233830845771144,False,False,115.0
297,borderline,0.6069651741293532,False,False,44.0
298,disciplined,0.8582089552238806,False,False,227.0
299,disciplined,0.8855721393034826,False,False,294.0
300,disciplined,0.8532338308457711,False,False,207.0
