date,weekday,student_id,behavior_type,subject,attendance,month,week,mean_attendance
2025-04-25 17:25:15.220804,4,243,chronic,maths,1,4,17,0.3482587064676617
2025-04-25 17:25:15.220804,4,246,chronic,maths,1,4,17,0.34577114427860695
2025-04-25 17:25:15.220804,4,248,chronic,maths,0,4,17,0.35323383084577115
2025-04-25 17:25:15.220804,4,249,chronic,maths,0,4,17,0.36318407960199006
2025-04-25 17:25:15.220804,4,250,borderline,maths,0,4,17,0.6243781094527363
2025-04-25 17:25:15.220804,4,253,borderline,maths,1,4,17,0.6393034825870647
2025-04-25 17:25:15.220804,4,257,chronic,maths,1,4,17,0.36318407960199006
2025-04-25 17:25:15.220804,4,258,borderline,maths,1,4,17,0.6268656716417911
2025-04-25 17:25:15.220804,4,262,chronic,maths,1,4,17,0.35323383084577115
2025-04-25 17:25:15.220804,4,265,borderline,maths,1,4,17,0.6194029850746269
2025-04-25 17:25:15.220804,4,266,borderline,maths,1,4,17,0.654228855721393
2025-04-25 17:25:15.220804,4,267,borderline,maths,1,4,17,0.6119402985074627
2025-04-25 17:25:15.220804,4,268,borderline,maths,1,4,17,0.6393034825870647
2025-04-25 17:25:15.220804,4,271,borderline,maths,1,4,17,0.6467661691542289
2025-04-25 17:25:15.220804,4,272,borderline,maths,0,4,17,0.6119402985074627
2025-04-25 17:25:15.220804,4,273,borderline,maths,1,4,17,0.6343283582089553
2025-04-25 17:25:15.220804,4,274,chronic,maths,0,4,17,0.3656716417910448
2025-04-25 17:25:15.220804,4,277,borderline,maths,1,4,17,0.6592039800995025
2025-04-25 17:25:15.220804,4,279,borderline,maths,1,4,17,0.5895522388059702
2025-04-25 17:25:15.220804,4,280,borderline,maths,1,4,17,0.6268656716417911
2025-04-25 17:25:15.220804,4,281,borderline,maths,1,4,17,0.6417910447761194
2025-04-25 17:25:15.220804,4,293,borderline,maths,1,4,17,0.5696517412935324
2025-04-25 17:25:15.220804,4,297,borderline,maths,1,4,17,0.6069651741293532
2025-04-25 17:25:15.220804,4,2,chronic,computer,1,4,17,0.3407960199004975
2025-04-25 17:25:15.220804,4,3,borderline,computer,1,4,17,0.5920398009950248
2025-04-25 17:25:15.220804,4,8,borderline,computer,1,4,17,0.6169154228855721
2025-04-25 17:25:15.220804,4,10,borderline,computer,0,4,17,0.6467661691542289
2025-04-25 17:25:15.220804,4,12,chronic,computer,0,4,17,0.3756218905472637
2025-04-25 17:25:15.220804,4,13,borderline,computer,1,4,17,0.654228855721393
2025-04-25 17:25:15.220804,4,26,borderline,computer,1,4,17,0.6268656716417911
2025-04-25 17:25:15.220804,4,34,chronic,computer,0,4,17,0.32587064676616917
2025-04-25 17:25:15.220804,4,35,chronic,computer,1,4,17,0.35572139303482586
2025-04-25 17:25:15.220804,4,36,borderline,computer,1,4,17,0.6592039800995025
2025-04-25 17:25:15.220804,4,39,borderline,computer,1,4,17,0.6592039800995025
2025-04-25 17:25:15.220804,4,44,chronic,computer,1,4,17,0.36318407960199006
2025-04-25 17:25:15.220804,4,46,borderline,computer,0,4,17,0.6194029850746269
2025-04-25 17:25:15.220804,4,51,chronic,computer,1,4,17,0.35323383084577115
2025-04-25 17:25:15.220804,4,52,borderline,computer,1,4,17,0.6268656716417911
2025-04-25 17:25:15.220804,4,53,chronic,computer,0,4,17,0.3407960199004975
2025-04-25 17:25:15.220804,4,54,borderline,computer,0,4,17,0.6467661691542289
2025-04-25 17:25:15.220804,4,56,chronic,computer,1,4,17,0.3656716417910448
2025-04-25 17:25:15.220804,4,63,borderline,computer,1,4,17,0.6169154228855721
2025-04-25 17:25:15.220804,4,68,borderline,computer,1,4,17,0.6119402985074627
2025-04-25 17:25:15.220804,4,70,chronic,computer,1,4,17,0.3880597014925373
2025-04-25 17:25:15.220804,4,71,borderline,computer,1,4,17,0.6243781094527363
2025-04-25 17:25:15.220804,4,74,borderline,computer,1,4,17,0.6218905472636815
2025-04-25 17:25:15.220804,4,75,borderline,computer,1,4,17,0.6343283582089553
2025-04-25 17:25:15.220804,4,76,borderline,computer,0,4,17,0.6069651741293532
2025-04-25 17:25:15.220804,4,77,borderline,computer,1,4,17,0.599502487562189
2025-04-25 17:25:15.220804,4,81,borderline,computer,0,4,17,0.6368159203980099
2025-04-25 17:25:15.220804,4,87,borderline,computer,1,4,17,0.6194029850746269
2025-04-25 17:25:15.220804,4,89,borderline,computer,0,4,17,0.6218905472636815
2025-04-25 17:25:15.220804,4,92,borderline,computer,1,4,17,0.6243781094527363
2025-04-25 17:25:15.220804,4,93,borderline,computer,1,4,17,0.6019900497512438
2025-04-25 17:25:15.220804,4,95,borderline,computer,1,4,17,0.6243781094527363
2025-04-25 17:25:15.220804,4,105,chronic,computer,1,4,17,0.35323383084577115
2025-04-25 17:25:15.220804,4,108,borderline,computer,0,4,17,0.5771144278606966
2025-04-25 17:25:15.220804,4,113,chronic,computer,0,4,17,0.3358208955223881
2025-04-25 17:25:15.220804,4,114,borderline,computer,1,4,17,0.6368159203980099
2025-04-25 17:25:15.220804,4,116,borderline,computer,0,4,17,0.599502487562189
2025-04-25 17:25:15.220804,4,117,borderline,computer,0,4,17,0.6592039800995025
2025-04-25 17:25:15.220804,4,119,borderline,computer,1,4,17,0.6417910447761194
2025-04-25 17:25:15.220804,4,121,borderline,computer,0,4,17,0.5845771144278606
2025-04-25 17:25:15.220804,4,122,borderline,computer,1,4,17,0.664179104477612
2025-04-25 17:25:15.220804,4,127,borderline,computer,1,4,17,0.6467661691542289
2025-04-25 17:25:15.220804,4,128,borderline,computer,0,4,17,0.5945273631840796
2025-04-25 17:25:15.220804,4,135,chronic,computer,1,4,17,0.35323383084577115
2025-04-25 17:25:15.220804,4,138,borderline,computer,0,4,17,0.6393034825870647
2025-04-25 17:25:15.220804,4,140,chronic,computer,1,4,17,0.3407960199004975
2025-04-25 17:25:15.220804,4,141,chronic,computer,0,4,17,0.3681592039800995
2025-04-25 17:25:15.220804,4,151,chronic,computer,1,4,17,0.40298507462686567
2025-04-25 17:25:15.220804,4,155,chronic,computer,1,4,17,0.3582089552238806
2025-04-25 17:25:15.220804,4,157,borderline,computer,1,4,17,0.6293532338308457
2025-04-25 17:25:15.220804,4,158,borderline,computer,1,4,17,0.6417910447761194
2025-04-25 17:25:15.220804,4,160,borderline,computer,0,4,17,0.6169154228855721
2025-04-25 17:25:15.220804,4,166,borderline,computer,1,4,17,0.6467661691542289
2025-04-25 17:25:15.220804,4,171,borderline,computer,1,4,17,0.6343283582089553
2025-04-25 17:25:15.220804,4,177,borderline,computer,1,4,17,0.6044776119402985
2025-04-25 17:25:15.220804,4,179,chronic,computer,0,4,17,0.3333333333333333
2025-04-25 17:25:15.220804,4,183,chronic,computer,1,4,17,0.36069651741293535
2025-04-25 17:25:15.220804,4,184,borderline,computer,1,4,17,0.6417910447761194
2025-04-25 17:25:15.220804,4,186,borderline,computer,0,4,17,0.6069651741293532
2025-04-25 17:25:15.220804,4,187,borderline,computer,1,4,17,0.6592039800995025
2025-04-25 17:25:15.220804,4,192,borderline,computer,1,4,17,0.6194029850746269
2025-04-25 17:25:15.220804,4,193,chronic,computer,0,4,17,0.34328358208955223
2025-04-25 17:25:15.220804,4,197,borderline,computer,0,4,17,0.6169154228855721
2025-04-25 17:25:15.220804,4,198,borderline,computer,1,4,17,0.6069651741293532
2025-04-25 17:25:15.220804,4,199,borderline,computer,0,4,17,0.5696517412935324
2025-04-25 17:25:15.220804,4,200,borderline,computer,0,4,17,0.5970149253731343
2025-04-25 17:25:15.220804,4,204,borderline,computer,1,4,17,0.6094527363184079
2025-04-25 17:25:15.220804,4,208,borderline,computer,0,4,17,0.6417910447761194
2025-04-25 17:25:15.220804,4,212,borderline,computer,0,4,17,0.654228855721393
2025-04-25 17:25:15.220804,4,213,borderline,computer,1,4,17,0.6243781094527363
2025-04-25 17:25:15.220804,4,215,borderline,computer,0,4,17,0.6243781094527363
2025-04-25 17:25:15.220804,4,218,borderline,computer,1,4,17,0.6044776119402985
2025-04-25 17:25:15.220804,4,220,borderline,computer,1,4,17,0.6417910447761194
2025-04-25 17:25:15.220804,4,221,borderline,computer,0,4,17,0.6144278606965174
2025-04-25 17:25:15.220804,4,227,chronic,computer,1,4,17,0.4079601990049751
2025-04-25 17:25:15.220804,4,229,borderline,computer,0,4,17,0.6243781094527363
2025-04-25 17:25:15.220804,4,231,borderline,computer,1,4,17,0.6318407960199005
2025-04-25 17:25:15.220804,4,236,borderline,computer,1,4,17,0.5920398009950248
2025-04-25 17:25:15.220804,4,241,chronic,computer,1,4,17,0.36069651741293535
2025-04-25 17:25:15.220804,4,242,chronic,computer,0,4,17,0.34328358208955223
2025-04-25 17:25:15.220804,4,243,chronic,computer,1,4,17,0.3482587064676617
2025-04-25 17:25:15.220804,4,246,chronic,computer,1,4,17,0.34577114427860695
2025-04-25 17:25:15.220804,4,248,chronic,computer,0,4,17,0.35323383084577115
2025-04-25 17:25:15.220804,4,249,chronic,computer,0,4,17,0.36318407960199006
2025-04-25 17:25:15.220804,4,250,borderline,computer,1,4,17,0.6243781094527363
2025-04-25 17:25:15.220804,4,253,borderline,computer,1,4,17,0.6393034825870647
2025-04-25 17:25:15.220804,4,257,chronic,computer,1,4,17,0.36318407960199006
2025-04-25 17:25:15.220804,4,258,borderline,computer,1,4,17,0.6268656716417911
2025-04-25 17:25:15.220804,4,262,chronic,computer,0,4,17,0.35323383084577115
2025-04-25 17:25:15.220804,4,265,borderline,computer,1,4,17,0.6194029850746269
2025-04-25 17:25:15.220804,4,266,borderline,computer,1,4,17,0.654228855721393
2025-04-25 17:25:15.220804,4,267,borderline,computer,1,4,17,0.6119402985074627
2025-04-25 17:25:15.220804,4,268,borderline,computer,1,4,17,0.6393034825870647
2025-04-25 17:25:15.220804,4,271,borderline,computer,1,4,17,0.6467661691542289
2025-04-25 17:25:15.220804,4,272,borderline,computer,1,4,17,0.6119402985074627
2025-04-25 17:25:15.220804,4,273,borderline,computer,1,4,17,0.6343283582089553
2025-04-25 17:25:15.220804,4,274,chronic,computer,1,4,17,0.3656716417910448
2025-04-25 17:25:15.220804,4,277,borderline,computer,0,4,17,0.6592039800995025
2025-04-25 17:25:15.220804,4,279,borderline,computer,1,4,17,0.5895522388059702
2025-04-25 17:25:15.220804,4,280,borderline,computer,1,4,17,0.6268656716417911
2025-04-25 17:25:15.220804,4,281,borderline,computer,1,4,17,0.6417910447761194
2025-04-25 17:25:15.220804,4,293,borderline,computer,0,4,17,0.5696517412935324
2025-04-25 17:25:15.220804,4,297,borderline,computer,1,4,17,0.6069651741293532
2025-04-28 17:25:15.220804,0,2,chronic,maths,1,4,18,0.3407960199004975
2025-04-28 17:25:15.220804,0,3,borderline,maths,1,4,18,0.5920398009950248
2025-04-28 17:25:15.220804,0,8,borderline,maths,1,4,18,0.6169154228855721
2025-04-28 17:25:15.220804,0,10,borderline,maths,1,4,18,0.6467661691542289
2025-04-28 17:25:15.220804,0,12,chronic,maths,1,4,18,0.3756218905472637
2025-04-28 17:25:15.220804,0,13,borderline,maths,1,4,18,0.654228855721393
2025-04-28 17:25:15.220804,0,26,borderline,maths,1,4,18,0.6268656716417911
2025-04-28 17:25:15.220804,0,34,chronic,maths,0,4,18,0.32587064676616917
2025-04-28 17:25:15.220804,0,35,chronic,maths,1,4,18,0.35572139303482586
2025-04-28 17:25:15.220804,0,36,borderline,maths,1,4,18,0.6592039800995025
2025-04-28 17:25:15.220804,0,39,borderline,maths,1,4,18,0.6592039800995025
2025-04-28 17:25:15.220804,0,44,chronic,maths,0,4,18,0.36318407960199006
2025-04-28 17:25:15.220804,0,46,borderline,maths,1,4,18,0.6194029850746269
2025-04-28 17:25:15.220804,0,51,chronic,maths,0,4,18,0.35323383084577115
2025-04-28 17:25:15.220804,0,52,borderline,maths,1,4,18,0.6268656716417911
2025-04-28 17:25:15.220804,0,53,chronic,maths,1,4,18,0.3407960199004975
2025-04-28 17:25:15.220804,0,54,borderline,maths,0,4,18,0.6467661691542289
2025-04-28 17:25:15.220804,0,56,chronic,maths,1,4,18,0.3656716417910448
2025-04-28 17:25:15.220804,0,63,borderline,maths,1,4,18,0.6169154228855721
2025-04-28 17:25:15.220804,0,68,borderline,maths,1,4,18,0.6119402985074627
2025-04-28 17:25:15.220804,0,70,chronic,maths,0,4,18,0.3880597014925373
2025-04-28 17:25:15.220804,0,71,borderline,maths,1,4,18,0.6243781094527363
2025-04-28 17:25:15.220804,0,74,borderline,maths,1,4,18,0.6218905472636815
2025-04-28 17:25:15.220804,0,75,borderline,maths,1,4,18,0.6343283582089553
2025-04-28 17:25:15.220804,0,76,borderline,maths,1,4,18,0.6069651741293532
2025-04-28 17:25:15.220804,0,77,borderline,maths,1,4,18,0.599502487562189
2025-04-28 17:25:15.220804,0,81,borderline,maths,1,4,18,0.6368159203980099
2025-04-28 17:25:15.220804,0,87,borderline,maths,0,4,18,0.6194029850746269
2025-04-28 17:25:15.220804,0,89,borderline,maths,1,4,18,0.6218905472636815
2025-04-28 17:25:15.220804,0,92,borderline,maths,0,4,18,0.6243781094527363
2025-04-28 17:25:15.220804,0,93,borderline,maths,1,4,18,0.6019900497512438
2025-04-28 17:25:15.220804,0,95,borderline,maths,1,4,18,0.6243781094527363
2025-04-28 17:25:15.220804,0,105,chronic,maths,0,4,18,0.35323383084577115
2025-04-28 17:25:15.220804,0,108,borderline,maths,0,4,18,0.5771144278606966
2025-04-28 17:25:15.220804,0,113,chronic,maths,0,4,18,0.3358208955223881
2025-04-28 17:25:15.220804,0,114,borderline,maths,1,4,18,0.6368159203980099
2025-04-28 17:25:15.220804,0,116,borderline,maths,0,4,18,0.599502487562189
2025-04-28 17:25:15.220804,0,117,borderline,maths,1,4,18,0.6592039800995025
2025-04-28 17:25:15.220804,0,119,borderline,maths,0,4,18,0.6417910447761194
2025-04-28 17:25:15.220804,0,121,borderline,maths,0,4,18,0.5845771144278606
2025-04-28 17:25:15.220804,0,122,borderline,maths,1,4,18,0.664179104477612
2025-04-28 17:25:15.220804,0,127,borderline,maths,0,4,18,0.6467661691542289
2025-04-28 17:25:15.220804,0,128,borderline,maths,0,4,18,0.5945273631840796
2025-04-28 17:25:15.220804,0,135,chronic,maths,1,4,18,0.35323383084577115
2025-04-28 17:25:15.220804,0,138,borderline,maths,0,4,18,0.6393034825870647
2025-04-28 17:25:15.220804,0,140,chronic,maths,1,4,18,0.3407960199004975
2025-04-28 17:25:15.220804,0,141,chronic,maths,0,4,18,0.3681592039800995
2025-04-28 17:25:15.220804,0,151,chronic,maths,0,4,18,0.40298507462686567
2025-04-28 17:25:15.220804,0,155,chronic,maths,0,4,18,0.3582089552238806
2025-04-28 17:25:15.220804,0,157,borderline,maths,0,4,18,0.6293532338308457
2025-04-28 17:25:15.220804,0,158,borderline,maths,1,4,18,0.6417910447761194
2025-04-28 17:25:15.220804,0,160,borderline,maths,1,4,18,0.6169154228855721
2025-04-28 17:25:15.220804,0,166,borderline,maths,0,4,18,0.6467661691542289
2025-04-28 17:25:15.220804,0,171,borderline,maths,1,4,18,0.6343283582089553
2025-04-28 17:25:15.220804,0,177,borderline,maths,1,4,18,0.6044776119402985
2025-04-28 17:25:15.220804,0,179,chronic,maths,1,4,18,0.3333333333333333
2025-04-28 17:25:15.220804,0,183,chronic,maths,1,4,18,0.36069651741293535
2025-04-28 17:25:15.220804,0,184,borderline,maths,0,4,18,0.6417910447761194
2025-04-28 17:25:15.220804,0,186,borderline,maths,1,4,18,0.6069651741293532
2025-04-28 17:25:15.220804,0,187,borderline,maths,1,4,18,0.6592039800995025
2025-04-28 17:25:15.220804,0,192,borderline,maths,1,4,18,0.6194029850746269
2025-04-28 17:25:15.220804,0,193,chronic,maths,0,4,18,0.34328358208955223
2025-04-28 17:25:15.220804,0,197,borderline,maths,1,4,18,0.6169154228855721
2025-04-28 17:25:15.220804,0,198,borderline,maths,1,4,18,0.6069651741293532
2025-04-28 17:25:15.220804,0,199,borderline,maths,0,4,18,0.5696517412935324
2025-04-28 17:25:15.220804,0,200,borderline,maths,1,4,18,0.5970149253731343
2025-04-28 17:25:15.220804,0,204,borderline,maths,0,4,18,0.6094527363184079
2025-04-28 17:25:15.220804,0,208,borderline,maths,0,4,18,0.6417910447761194
2025-04-28 17:25:15.220804,0,212,borderline,maths,1,4,18,0.654228855721393
2025-04-28 17:25:15.220804,0,213,borderline,maths,1,4,18,0.6243781094527363
2025-04-28 17:25:15.220804,0,215,borderline,maths,1,4,18,0.6243781094527363
2025-04-28 17:25:15.220804,0,218,borderline,maths,0,4,18,0.6044776119402985
2025-04-28 17:25:15.220804,0,220,borderline,maths,1,4,18,0.6417910447761194
2025-04-28 17:25:15.220804,0,221,borderline,maths,0,4,18,0.6144278606965174
2025-04-28 17:25:15.220804,0,227,chronic,maths,1,4,18,0.4079601990049751
2025-04-28 17:25:15.220804,0,229,borderline,maths,1,4,18,0.6243781094527363
2025-04-28 17:25:15.220804,0,231,borderline,maths,0,4,18,0.6318407960199005
2025-04-28 17:25:15.220804,0,236,borderline,maths,1,4,18,0.5920398009950248
2025-04-28 17:25:15.220804,0,241,chronic,maths,0,4,18,0.36069651741293535
2025-04-28 17:25:15.220804,0,242,chronic,maths,1,4,18,0.34328358208955223
2025-04-28 17:25:15.220804,0,243,chronic,maths,0,4,18,0.3482587064676617
2025-04-28 17:25:15.220804,0,246,chronic,maths,0,4,18,0.34577114427860695
2025-04-28 17:25:15.220804,0,248,chronic,maths,0,4,18,0.35323383084577115
2025-04-28 17:25:15.220804,0,249,chronic,maths,0,4,18,0.36318407960199006
2025-04-28 17:25:15.220804,0,250,borderline,maths,0,4,18,0.6243781094527363
2025-04-28 17:25:15.220804,0,253,borderline,maths,0,4,18,0.6393034825870647
2025-04-28 17:25:15.220804,0,257,chronic,maths,1,4,18,0.36318407960199006
2025-04-28 17:25:15.220804,0,258,borderline,maths,0,4,18,0.6268656716417911
2025-04-28 17:25:15.220804,0,262,chronic,maths,1,4,18,0.35323383084577115
2025-04-28 17:25:15.220804,0,265,borderline,maths,1,4,18,0.6194029850746269
2025-04-28 17:25:15.220804,0,266,borderline,maths,0,4,18,0.654228855721393
2025-04-28 17:25:15.220804,0,267,borderline,maths,0,4,18,0.6119402985074627
2025-04-28 17:25:15.220804,0,268,borderline,maths,1,4,18,0.6393034825870647
2025-04-28 17:25:15.220804,0,271,borderline,maths,1,4,18,0.6467661691542289
2025-04-28 17:25:15.220804,0,272,borderline,maths,0,4,18,0.6119402985074627
2025-04-28 17:25:15.220804,0,273,borderline,maths,1,4,18,0.6343283582089553
2025-04-28 17:25:15.220804,0,274,chronic,maths,1,4,18,0.3656716417910448
2025-04-28 17:25:15.220804,0,277,borderline,maths,0,4,18,0.6592039800995025
2025-04-28 17:25:15.220804,0,279,borderline,maths,0,4,18,0.5895522388059702
2025-04-28 17:25:15.220804,0,280,borderline,maths,1,4,18,0.6268656716417911
2025-04-28 17:25:15.220804,0,281,borderline,maths,0,4,18,0.6417910447761194
2025-04-28 17:25:15.220804,0,293,borderline,maths,1,4,18,0.5696517412935324
2025-04-28 17:25:15.220804,0,297,borderline,maths,0,4,18,0.6069651741293532
2025-04-28 17:25:15.220804,0,2,chronic,english,1,4,18,0.3407960199004975
2025-04-28 17:25:15.220804,0,3,borderline,english,1,4,18,0.5920398009950248
2025-04-28 17:25:15.220804,0,8,borderline,english,1,4,18,0.6169154228855721
2025-04-28 17:25:15.220804,0,10,borderline,english,0,4,18,0.6467661691542289
2025-04-28 17:25:15.220804,0,12,chronic,english,1,4,18,0.3756218905472637
2025-04-28 17:25:15.220804,0,13,borderline,english,1,4,18,0.654228855721393
2025-04-28 17:25:15.220804,0,26,borderline,english,1,4,18,0.6268656716417911
2025-04-28 17:25:15.220804,0,34,chronic,english,1,4,18,0.32587064676616917
2025-04-28 17:25:15.220804,0,35,chronic,english,0,4,18,0.35572139303482586
2025-04-28 17:25:15.220804,0,36,borderline,english,1,4,18,0.6592039800995025
2025-04-28 17:25:15.220804,0,39,borderline,english,0,4,18,0.6592039800995025
2025-04-28 17:25:15.220804,0,44,chronic,english,0,4,18,0.36318407960199006
2025-04-28 17:25:15.220804,0,46,borderline,english,1,4,18,0.6194029850746269
2025-04-28 17:25:15.220804,0,51,chronic,english,0,4,18,0.35323383084577115
2025-04-28 17:25:15.220804,0,52,borderline,english,1,4,18,0.6268656716417911
2025-04-28 17:25:15.220804,0,53,chronic,english,1,4,18,0.3407960199004975
2025-04-28 17:25:15.220804,0,54,borderline,english,1,4,18,0.6467661691542289
2025-04-28 17:25:15.220804,0,56,chronic,english,1,4,18,0.3656716417910448
2025-04-28 17:25:15.220804,0,63,borderline,english,1,4,18,0.6169154228855721
2025-04-28 17:25:15.220804,0,68,borderline,english,1,4,18,0.6119402985074627
2025-04-28 17:25:15.220804,0,70,chronic,english,1,4,18,0.3880597014925373
2025-04-28 17:25:15.220804,0,71,borderline,english,1,4,18,0.6243781094527363
2025-04-28 17:25:15.220804,0,74,borderline,english,1,4,18,0.6218905472636815
